company,tier,amount_usd,total_funding,latest_round,key_investors,people,cohorts,company_info,homepage
Robinhood,Tier 0,5000000000,Over $5 billion,Public company (IPO),"Sequoia Capital, Andreessen Horowitz (a16z), DST Global, Ribbit Capital, Index Ventures",1,speakers,"Robinhood is a US-based financial technology company that offers commission-free stock trading and investing through a mobile app. It aims to democratize finance by providing easy access to financial markets for retail investors, attracting over 22 million users.",https://robinhood.com
Standard Communities,Tier 0,5000000000,Standard Communities has not raised any external funding rounds; it is an unfunded company with over $5 billion in assets under management.,,,1,registrants,"Standard Communities is a national leader in affordable housing, headquartered in Los Angeles and New York City, with a portfolio of nearly 28,000 apartment units across 195+ properties in 22 states and Washington, D.C. The company specializes in development, acquisitions, renovations, and construction of affordable, workforce, and mixed-income housing, focusing on sustainable, high-quality housing solutions.",https://standard-communities.com/
Paytm,Tier 0,4910000000,$4.91 billion+,"Series D (2019), $164 million","Alibaba Group, Ant Group, SoftBank Group, Sapphire Ventures, K2 Global, Elevation Capital, General Catalyst, Titan Capital",1,speakers,"Paytm is an Indian multinational financial technology company that specializes in digital payments and financial services, based in Noida. It offers mobile payment services, UPI transactions, and a range of financial products including insurance, mutual funds, lending, and wealth management.",https://paytm.com
Cointribune,Tier 0,4800000000,$4.8B,,,1,registrants,"CoinTribune is an independent media outlet focused on blockchain news and analysis, covering topics such as Bitcoin, Ethereum, DeFi, Web3, NFT, and cryptocurrency market trends. It serves French-speaking audiences and operates as a dedicated platform for in-depth news and expert insights into the cryptocurrency ecosystem.",https://www.cointribune.com/en/
Automotive Cells Company,Tier 0,4740000000,"Approximately $4.74 billion raised, including a €4.4 billion debt financing round in February 2024.",Debt financing round of €4.4 billion (approximately $4.74 billion) closed in February 2024 to fund gigafactory construction and R&D.,"Stellantis, Mercedes-Benz, TotalEnergies (via Saft), BNP Paribas, Deutsche Bank, ING Group, Intesa Sanpaolo, Bpifrance",1,cxo,"Automotive Cells Company (ACC) is a European joint venture founded in 2020 by Stellantis, Mercedes-Benz, and TotalEnergies (through its subsidiary Saft). It designs and manufactures lithium-ion battery cells and modules for electric vehicles, focusing on sustainable, affordable, high-capacity, and long-life batteries to support clean and efficient mobility.",https://www.acc-emotion.com/
Partech,Tier 0,4700000000,$4.7B,,,5,registrants,"Partech is a global investment platform for tech and digital companies, founded in 1982 and headquartered in Paris with offices in San Francisco, Berlin, Dakar, and other locations. It invests across seed, venture, and growth stages in sectors including fintech, SaaS, healthtech, and IT, supporting innovative startups worldwide.",https://partechpartners.com/
Recursive SuperIntelligence,Tier 0,4650000000,$650 million,"$650 million round at a $4.65 billion valuation, announced in May 2026","GV, Greycroft, Nvidia, AMD Ventures",2,registrants,"Recursive Superintelligence is an AI research company developing artificial intelligence systems designed to autonomously improve their own capabilities through recursive self-learning processes. Its technology aims to automate the machine learning research process, including tasks such as experiment design, model training, evaluation, and optimization within a continuous feedback loop.",https://recursive.com/
Decagon,Tier 0,4500000000,At least $481 million,"$250 million Series D funding round in January 2026 led by Coatue Management and Index Ventures, valuing the company at $4.5 billion","Coatue Management, Index Ventures, Andreessen Horowitz, Accel, Bain Capital Ventures, A*, Elad Gil, BOND Capital, Definition Capital, Starwood Capital, ChemistryVC",6,"registrants,speakers","Decagon is an artificial intelligence company that builds advanced AI agents designed to automate customer support and customer experience (CX) workflows. The company's platform enables businesses to deliver highly personalized, concierge-like customer service experiences at scale.",https://decagon.ai
Hugging Face,Tier 0,4500000000,$400 million total funding raised,"Series D, $235 million raised in August 2023, valuation $4.5 billion","Google, Amazon, Nvidia, Intel, IBM, Salesforce, AMD, Qualcomm, Sound Ventures",6,"registrants,speakers","Hugging Face is a French-American AI company founded in 2016, known for its open-source machine learning platform and the popular Transformers library. It provides tools and libraries for machine learning, natural language processing, and deep learning, serving a global community of AI practitioners, developers, researchers, and enterprises.",https://huggingface.co
Unconventional AI,Tier 0,4500000000,$475 million,"Seed round of $475 million raised in December 2025 at a $4.5 billion valuation, led by Andreessen Horowitz and Lightspeed Venture Partners, with participation from Lux Capital, DCVC, Jeff Bezos, Databricks, and founder Naveen Rao.","Andreessen Horowitz, Lightspeed Venture Partners, Lux Capital, DCVC, Jeff Bezos, Databricks, Naveen Rao",1,speakers,"Unconventional AI is a startup founded in 2025 that develops advanced computer systems optimizing energy efficiency specifically for artificial intelligence workloads. The company combines AI systems, analog circuits, computing theory, and neuroscience to create new computing architectures inspired by biology, aiming to overcome the energy and scalability limits of current AI infrastructure.",https://unconv.ai/
NVIDIA,Tier 0,4099999999,$4.1 billion,"Grant (prize money) round on May 26, 2023, amount undisclosed","Sequoia Capital, SoftBank Vision Fund, DARPA, ARK Investment Management, ARPA-E",10,"registrants,speakers","NVIDIA is a global leader in accelerated computing, artificial intelligence (AI), and high-performance computing (HPC) solutions. The company designs and manufactures graphics processing units (GPUs), central processing units (CPUs), systems on chips (SoCs), and end-to-end networking platforms.",https://www.nvidia.com/en-us/
Fireworks AI,Tier 0,4000000000,Over $327 million,"$250 million Series C round in October 2025 at a $4 billion valuation, led by Lightspeed Venture Partners, Index Ventures, and Evantic, with participation from Sequoia Capital and strategic investors NVIDIA and AMD.","Lightspeed Venture Partners, Index Ventures, Evantic, Sequoia Capital, NVIDIA, AMD",12,"registrants,speakers","Fireworks AI is a cloud-based platform that enables developers and enterprises to run, fine-tune, and deploy open-source large language, vision, and multimodal AI models through a low-latency inference engine. Founded in 2022 by former Meta engineers, it focuses on providing high-performance AI infrastructure optimized for production workloads with sub-second latency at massive scale.",https://fireworks.ai
gridfield GmbH,Tier 0,4000000000,Backed by $4B+ in capital commitments from tier-one funds,,,1,registrants,"gridfield GmbH is a company based in Munich that designs, deploys, and operates bare-metal accelerator clusters for frontier AI training and inference. It integrates high-performance fabric, advanced liquid cooling, and dedicated power into production-grade supercomputing capacity for AI labs, hyperscalers, and enterprises.",https://gridfield.co
mistral,Tier 0,3900000000,"At least $3.9 billion including equity and debt, with $3.05 billion raised over 8 rounds in equity and an additional $830 million in debt financing in March 2026.","$830 million Conventional Debt round on March 30, 2026, to fund a new data center near Paris powered by Nvidia GPUs.","Andreessen Horowitz, BNP Paribas, Salesforce, ASML Holding, General Catalyst, Lightspeed Venture Partners, DST Global, Bpifrance, Nvidia, Microsoft, and others.",2,registrants,"Mistral AI is a French artificial intelligence company that develops advanced, customizable, and cost-efficient large language models (LLMs) and AI tools. It offers both open-weight and proprietary models designed for high-performance natural language processing and generative AI applications.",https://mistral.ai/
