first_name,last_name,job_title,company_name,honorific,bio,photo_url,speaker_id
Arjun,Kharpal,Senior Technology Correspondent,CNBC,,"Arjun Kharpal is CNBC’s Senior Technology Correspondent, based in London. Since joining CNBC in 2013, he has reported from across the world’s major innovation hubs, bringing viewers and readers inside the companies, trends, and technologies shaping the future. Arjun has interviewed many of the most influential leaders from the world’s biggest technology companies as well as entrepreneurs and policymakers driving global innovation. Arjun appears across all of CNBC’s major platforms, reporting on “Squawk Box Europe” to “Morning Call” on TV and writing for CNBC.com. Arjun is the host of “The Tech Download,” CNBC’s global tech podcast.",https://brella-assets.brella.io/uploads/speaker/photo/409433/bada45d3d04b3.jpg,409433
Arti,Garg,Chief Technologist,AVEVA,,"As Chief Technologist at AVEVA, Arti Garg leads the definition and advancement of our future-facing technology strategy. In this capacity, she focuses on the evaluation and application of emerging technologies, such as generative AI, to industrial manufacturing and critical infrastructure to ensure AVEVA remains at the forefront of technological progress.",https://brella-assets.brella.io/uploads/speaker/photo/412197/b9d8205fc4164.jpg,412197
Arvind,Jain,Founder & CEO,Glean,,"Arvind Jain is the Founder and CEO of Glean, the Work AI platform connected to all your data that allows you to find, create, and automate anything. He oversees the overall direction and strategy of the company, aiming to transform the way knowledge workers interact with AI to enhance their productivity and creativity.Prior to Glean, Arvind co-founded and led R&D at Rubrik, one of the fastest-growing companies in cloud data management. Arvind also spent over a decade at Google as a distinguished engineer, where he led teams in Google’s Search, Maps, and YouTube products. Earlier in his career, Arvind held leadership positions at Akamai and Microsoft.He earned his BTech in Computer Science from the Indian Institute of Technology, Delhi, and his Masters in Computer Science from the University of Washington.",https://brella-assets.brella.io/uploads/speaker/photo/405147/62fb89c96d602.jpg,405147
Ash,Edwards,Head of Forward Deployed Research Engineering,Poolside,,"Ash Edwards is Head of Forward Deployed Research Engineering at Poolside, pioneering agentic systems inside global enterprises. He joined Poolside through its acquisition of Fern Labs, an AI R&D company he founded that focused on long-running multi-agent systems. Prior to founding Fern Labs, Ash worked at Palantir.",https://brella-assets.brella.io/uploads/speaker/photo/405125/677c9e8e9a9fb.jpg,405125
Ashutosh,Kulkarni,CEO,Elastic,,"Ashutosh (Ash) Kulkarni has been CEO at Elastic since January, 2022. He is aninnovation-focused technology and business leader with broad experiences inthe areas of Security, Data Analytics, and Infrastructure software. Ash joinedElastic as Chief Product Officer in early 2021, to lead Elastic's engineering andproduct teams in their pursuit of creating the industry's leading search platform,addressing customer needs from Observability, to Security, and EnterpriseSearch.Previously, Ash held senior leadership roles in products and engineering atMcAfee, Akamai, Informatica, and Sun Microsystems. He holds a BE inElectronics Engineering from the University of Mumbai, an MS in ComputerEngineering from the University of Texas at Austin, and an MBA from theUniversity of California at Berkeley.",https://brella-assets.brella.io/uploads/speaker/photo/405153/dd49d01375b89.jpg,405153
Ashwin,Sreenivas,President and Co-Founder,Decagon,,"Ashwin is the president and co-founder of Decagon, the conversational AI platform powering concierge customer experiences at businesses like Avis Budget Group, Block, and Oura Health. Earlier this year, Decagon raised a $250M Series D round led by new investors Coatue Management and Index Ventures, tripling its valuation to $4.5B in less than six months. Before co-founding Decagon, Ashwin built Helia, which was acquired by Scale AI. He earned his undergraduate and master’s degrees in computer science from Stanford University.",https://brella-assets.brella.io/uploads/speaker/photo/405199/4da45c6affc56.jpg,405199
Astrid,Moullé-Berteaux,Vice President,Headline,,"Astrid is a Vice President at Headline, one of the most active investors in AI globally, where she partners with founders building the next generation of AI companies across Europe and the US. Previously, she helped launch her former fund’s Berlin office and spent time operating in the New York tech ecosystem.",https://brella-assets.brella.io/uploads/speaker/photo/410437/4a9f318733c0a.jpg,410437
Avi,Golan,Chief Product & Engineering Officer,Alice,,"Avi Golan is Chief Product & Engineering Officer at Alice, overseeing its GenAI safety and security product offering. With 25+ years of product and engineering leadership, he previously built ZipRecruiter’s Israel R&D hub and served as VP engineering at Checkout.com",https://brella-assets.brella.io/uploads/speaker/photo/405721/77445834d72b2.jpg,405721
Azalia,Mirhoseini,Founder and CTO,Ricursive Intelligence,,"Azalia Mirhoseini is Founder and CTO of Ricursive Intelligence. Previously, she co-led the AlphaChip project, and co-founded the ML for Systems team at Google.She is an Assistant Professor of Computer Science and founder of the Scaling Intelligence Lab at Stanford University. Previously, she served as a Senior Staff Research Scientist at Google DeepMind. Before that, she was an early employee at Anthropic, following several years at Google Brain. Her past work includes MoEs, now predominantly used in frontier LLMs such as ChatGPT, Gemini, and DeepSeek. She has also done pioneering research on inference-time scaling. Her contributions have been recognized through the MIT Technology Review’s 35 Under 35 Award, Okawa Research Grant, Gold Medal in the National Math Olympiad and publications in flagship AI & chip design venues.",https://brella-assets.brella.io/uploads/speaker/photo/405234/59870a4ff1ed2.jpg,405234
Bar,Winkler,Co-Founder & CEO,Wonderful,,"Bar Winkler is the co-founder and CEO of Wonderful, an enterprise agent platform transforming how enterprises deploy AI. In just over a year since its founding, Wonderful has raised $286 million and has become one of the fastest-growing applied AI companies. Backed by world-class investors such as Insight Partners, Index Ventures, and Bessemer Venture Partners, Wonderful is already a trusted partner to leading organizations across financial services, telecom, healthcare, and other sectors.Before starting Wonderful, Bar founded Approve.com, which was acquired by Tipalti, where he went on to serve as General Manager.  Previously, he was one of the first employees at ironSource, helping launch the company’s flagship mobile product that became central to its growth and $11B IPO.",https://brella-assets.brella.io/uploads/speaker/photo/412728/301444e1cf2ad.jpg,412728
